City,District,Quarter,Net m²,Number of Rooms,Building Age,Floor Location,Number of Floors,Heating,Number of Baths,Balcony,Furnished,Price
Aydın,Efeler,Zeybek,130,3+1,5-10 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,1800000
Aydın,Efeler,Orta,40,2+0,2,4,4,Doğalgaz (Kombi),1,Var,Hayır,750000
Aydın,Efeler,Zeybek,330,5+1,1,4,4,Doğalgaz (Kombi),3,Var,Hayır,3250000
Aydın,Efeler,Fatih,198,4+1,5-10 arası,4,4,Merkezi,3,Var,Hayır,2875000
Aydın,Efeler,Zafer,85,2+1,4,Yüksek Giriş,3,Yerden Isıtma,1,Yok,Evet,765000
Aydın,Efeler,Adnan Menderes,150,3+1,5-10 arası,1,8,Merkezi,2,Var,Hayır,2250000
Aydın,Efeler,Mimar Sinan,150,3+1,21-25 arası,7,8,Doğalgaz (Kombi),1,Var,Hayır,1450000
Aydın,Efeler,,190,4+1,4,3,3,Merkezi,2,Var,Hayır,1270000
Aydın,Efeler,Fatih,135,3+1,0,4,4,Doğalgaz (Kombi),2,Var,Hayır,1800000
Aydın,Efeler,,100,2+1,4,5,10,Doğalgaz (Kombi),1,Var,Hayır,890000
Aydın,Efeler,Kurtuluş,65,2+1,0,3,5,Doğalgaz (Kombi),1,Yok,Hayır,1100000
Aydın,Efeler,Cumhuriyet,165,4+1,4,5,5,Doğalgaz (Kombi),2,Var,Hayır,2475000
Aydın,Efeler,Ata,120,3+1,0,3,4,Doğalgaz (Kombi),1,Var,Hayır,1450000
Aydın,Efeler,Girne,150,3+1,5-10 arası,4,4,Doğalgaz (Kombi),2,Var,Hayır,2400000
Aydın,Efeler,Zafer,48,1+1,0,1,4,Yerden Isıtma,1,Var,Hayır,995000
Aydın,Efeler,Ata,120,3+1,0,1,5,Doğalgaz (Kombi),1,Var,Hayır,1400000
Aydın,Efeler,Yedi Eylül,192,4+1,5-10 arası,4,6,Doğalgaz (Kombi),2,Var,Belirtilmemiş,2640000
Aydın,Efeler,Orta,45,1+1,4,1,4,Doğalgaz (Kombi),1,Yok,Evet,670000
Aydın,Efeler,Güzelhisar,70,2+1,5-10 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,1040000
Aydın,Efeler,İstiklal,200,3+1,3,3,3,Doğalgaz (Kombi),2,Var,Hayır,1450000
Aydın,Efeler,Meşrutiyet,125,3+1,0,5,5,Doğalgaz (Kombi),1,Var,Hayır,1750000
Aydın,Efeler,Fatih,240,4+1,11-15 arası,5,5,Doğalgaz (Kombi),2,Var,Hayır,2750000
Aydın,Efeler,Ata,105,2+1,0,2,3,Doğalgaz (Kombi),1,Var,Hayır,1300000
Aydın,Efeler,Orta,35,1+1,0,2,4,Yerden Isıtma,1,Var,Evet,890000
Aydın,Efeler,Köprülü - Veysipaşa,140,2+1,31 ve üzeri,Zemin Kat,3,Soba,1,Yok,Hayır,650000
Aydın,Efeler,Köprülü - Veysipaşa,90,2+1,31 ve üzeri,1,4,Soba,1,Var,Hayır,605000
Aydın,Efeler,Kemer,75,2+1,0,1,3,Yerden Isıtma,1,Var,Hayır,1500000
Aydın,Efeler,Kemer,120,3+1,21-25 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,880000
Aydın,Efeler,Güzelhisar,180,4+1,11-15 arası,1,5,Doğalgaz (Kombi),2,Var,Hayır,1575000
Aydın,Efeler,Adnan Menderes,120,2+1,2,1,6,Doğalgaz (Kombi),2,Var,Hayır,1680000
Aydın,Efeler,Orta,75,2+1,1,3,5,Doğalgaz (Kombi),1,Var,Hayır,840000
Aydın,Efeler,Efeler,300,6+1,0,4,4,Doğalgaz (Kombi),3,Var,Hayır,2750000
Aydın,Efeler,Ata,170,3+1,0,3,3,Doğalgaz (Kombi),2,Var,Hayır,1700000
Aydın,Efeler,Zafer,125,3+1,11-15 arası,1,6,Doğalgaz (Kombi),1,Var,Hayır,1050000
Aydın,Efeler,Zafer,50,1+1,2,1,6,Merkezi,1,Var,Evet,880000
Aydın,Efeler,Yedi Eylül,120,3+1,0,6,7,Doğalgaz (Kombi),1,Var,Hayır,3200000
Aydın,Efeler,Cuma,110,3+1,31 ve üzeri,4,4,Soba,1,Var,Hayır,850000
Aydın,Efeler,Orta,50,1+1,0,2,4,Doğalgaz (Kombi),1,Var,Evet,685000
Aydın,Efeler,Meşrutiyet,60,2+1,0,5,5,Doğalgaz (Kombi),1,Var,Hayır,1250000
Aydın,Efeler,Ata,220,5+1,5-10 arası,4,4,Doğalgaz (Kombi),3,Var,Hayır,1650000
Aydın,Efeler,Mimar Sinan,150,3+1,4,3,3,Doğalgaz (Kombi),1,Var,Hayır,2250000
Aydın,Efeler,Mimar Sinan,100,2+1,0,2,3,Yerden Isıtma,1,Var,Hayır,1300000
Aydın,Efeler,Meşrutiyet,130,3+1,16-20 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,1275000
Aydın,Efeler,Adnan Menderes,110,3+1,26-30 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,1000000
Aydın,Efeler,Girne,85,2+1,0,2,3,Doğalgaz (Kombi),2,Var,Evet,1549000
Aydın,Efeler,Zeybek,135,3+1,21-25 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,1450000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,85,2+1,4,Yüksek Giriş,4,Doğalgaz (Kombi),1,Yok,Hayır,875000
Aydın,Efeler,Efeler,100,2+1,21-25 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,1300000
Aydın,Efeler,Mimar Sinan,130,3+1,21-25 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,1250000
Aydın,Efeler,Adnan Menderes,130,3+1,11-15 arası,4,5,Merkezi,1,Var,Hayır,1650000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,100,3+1,26-30 arası,Yüksek Giriş,4,Doğalgaz (Kombi),1,Var,Hayır,950000
Aydın,Efeler,Orta,80,2+1,31 ve üzeri,2,2,Klima,1,Var,Hayır,690000
Aydın,Efeler,Efeler,120,3+1,5-10 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,1890000
Aydın,Efeler,Efeler,105,3+1,4,1,5,Doğalgaz (Kombi),1,Var,Hayır,1845000
Aydın,Efeler,Meşrutiyet,115,3+1,16-20 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,1400000
Aydın,Efeler,Zafer,187,3+1,5-10 arası,4,4,Doğalgaz (Kombi),2,Var,Hayır,1750000
Aydın,Efeler,Fatih,140,3+1,5-10 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,1650000
Aydın,Efeler,Kurtuluş,40,1+1,0,3,5,Doğalgaz (Kombi),1,Var,Evet,950000
Aydın,Efeler,Meşrutiyet,55,1+1,4,1,6,Merkezi,1,Var,Evet,880000
Aydın,Efeler,Girne,100,3+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1550000
Aydın,Efeler,Köprülü - Veysipaşa,145,3+1,21-25 arası,1,5,Doğalgaz (Kombi),1,Var,Hayır,2500000
Aydın,Efeler,Zeybek,125,3+1,11-15 arası,3,4,Doğalgaz (Kombi),2,Var,Hayır,1475000
Aydın,Efeler,Adnan Menderes,140,2+1,5-10 arası,3,8,Merkezi (Pay Ölçer),2,Var,Hayır,2950000
Aydın,Efeler,Adnan Menderes,50,1+1,1,3,5,Doğalgaz (Kombi),1,Var,Hayır,950000
Aydın,Efeler,Efeler,80,2+1,0,3,5,Yerden Isıtma,1,Var,Hayır,1475000
Aydın,Efeler,Orta,35,1+1,0,2,5,Yerden Isıtma,1,Var,Hayır,900000
Aydın,Efeler,Zafer,55,1+1,0,2,6,Doğalgaz (Kombi),1,Yok,Hayır,920000
Aydın,Efeler,Orta,48,1+1,4,1,4,Doğalgaz (Kombi),1,Yok,Evet,670000
Aydın,Efeler,Ata,100,2+1,0,2,3,Doğalgaz (Kombi),2,Var,Hayır,1250000
Aydın,Efeler,Ata,128,3+1,0,2,5,Yerden Isıtma,2,Var,Hayır,2720000
Aydın,Efeler,Yedi Eylül,130,3+1,11-15 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,1700000
Aydın,Efeler,Fatih,90,2+1,0,3,3,Doğalgaz (Kombi),2,Var,Hayır,1519000
Aydın,Efeler,Güzelhisar,110,2+1,21-25 arası,6,6,Doğalgaz (Kombi),1,Var,Hayır,590000
Aydın,Efeler,Cuma,60,2+1,1,3,4,Doğalgaz (Kombi),1,Var,Hayır,820000
Aydın,Efeler,Zafer,175,3+1,11-15 arası,2,7,Doğalgaz (Kombi),1,Var,Hayır,1100000
Aydın,Efeler,Meşrutiyet,140,3+1,21-25 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,980000
Aydın,Efeler,Fatih,250,4+2,5-10 arası,3,3,Doğalgaz (Kombi),3,Var,Hayır,2300000
Aydın,Efeler,Yedi Eylül,205,4+1,11-15 arası,6,6,Doğalgaz (Kombi),2,Var,Hayır,3800000
Aydın,Efeler,Orta,65,2+1,0,4,4,Yerden Isıtma,2,Var,Evet,1250000
Aydın,Efeler,Orta,60,2+1,4,2,4,Klima,1,Yok,Evet,885000
Aydın,Efeler,Orta,100,2+1,5-10 arası,1,4,Yerden Isıtma,1,Var,Hayır,980000
Aydın,Efeler,Orta,50,1+1,1,1,4,Doğalgaz (Kombi),1,Var,Evet,865000
Aydın,Efeler,Kurtuluş,130,3+1,0,3,5,Doğalgaz (Kombi),1,Var,Hayır,1850000
Aydın,Efeler,Ata,120,3+1,3,3,6,Yerden Isıtma,2,Var,Hayır,1950000
Aydın,Efeler,Meşrutiyet,100,2+1,26-30 arası,1,3,Doğalgaz (Kombi),1,Var,Hayır,1240000
Aydın,Efeler,Yedi Eylül,100,3+1,0,1,7,Doğalgaz (Kombi),1,Var,Hayır,1550000
Aydın,Efeler,Ata,85,2+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1250000
Aydın,Efeler,İstiklal,135,3+1,0,1,4,Doğalgaz (Kombi),2,Var,Hayır,1650000
Aydın,Efeler,Cumhuriyet,130,3+1,21-25 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,950000
Aydın,Efeler,Meşrutiyet,50,1+1,0,2,4,Yerden Isıtma,1,Var,Hayır,575000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,150,4+1,21-25 arası,3,4,Klima,1,Var,Hayır,1150000
Aydın,Efeler,Efeler,160,3+1,0,3,3,Doğalgaz (Kombi),3,Var,Hayır,3000000
Aydın,Efeler,Zafer,55,1+1,5-10 arası,2,4,Merkezi,1,Var,Hayır,775000
Aydın,Efeler,Yedi Eylül,180,4+1,26-30 arası,7,7,Merkezi,1,Var,Hayır,2100000
Aydın,Efeler,Zafer,100,2+1,31 ve üzeri,Yüksek Giriş,2,Soba,1,Var,Evet,800000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,132,3+1,21-25 arası,3,4,Yok,1,Var,Hayır,970000
Aydın,Efeler,Kurtuluş,125,3+1,26-30 arası,2,4,Doğalgaz (Kombi),1,Var,Hayır,1300000
Aydın,Efeler,Cumhuriyet,120,3+1,26-30 arası,1,6,Yok,1,Var,Hayır,920000
Aydın,Efeler,Yedi Eylül,200,4+1,11-15 arası,2,6,Merkezi,2,Var,Hayır,3490000
Aydın,Efeler,Girne,115,3+1,11-15 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,1500000
Aydın,Efeler,Ata,130,3+1,3,2,3,Doğalgaz (Kombi),1,Var,Hayır,1600000
Aydın,Efeler,Efeler,220,5+1,4,4,4,Merkezi,3,Var,Hayır,2650000
Aydın,Efeler,Kurtuluş,130,3+1,21-25 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,1240000
Aydın,Efeler,Ata,60,2+1,0,Giriş Katı,3,Doğalgaz (Kombi),1,Var,Hayır,800000
Aydın,Efeler,Adnan Menderes,90,2+1,26-30 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,1300000
Aydın,Efeler,Efeler,95,2+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,1250000
Aydın,Efeler,Meşrutiyet,120,3+1,21-25 arası,2,5,Klima,1,Var,Hayır,857000
Aydın,Efeler,Kurtuluş,40,1+1,4,2,5,Doğalgaz (Kombi),1,Yok,Evet,875000
Aydın,Efeler,Cumhuriyet,120,3+1,21-25 arası,2,6,Doğalgaz (Kombi),2,Var,Hayır,1100000
Aydın,Efeler,Efeler,155,3+1,5-10 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,2420000
Aydın,Efeler,Ata,220,4+1,0,2,2,Doğalgaz (Kombi),3,Var,Hayır,2295000
Aydın,Efeler,İstiklal,110,3+1,0,2,3,Doğalgaz (Kombi),1,Var,Hayır,1700000
Aydın,Efeler,Zeybek,60,1+1,1,2,5,Yerden Isıtma,1,Var,Hayır,900000
Aydın,Efeler,Ata,125,3+1,5-10 arası,1,3,Doğalgaz (Kombi),1,Var,Hayır,1100000
Aydın,Efeler,Adnan Menderes,128,3+1,0,3,3,Doğalgaz (Kombi),2,Var,Hayır,2200000
Aydın,Efeler,Orta,47,1+1,5-10 arası,3,4,Merkezi,1,Var,Evet,739000
Aydın,Efeler,Efeler,140,3+1,5-10 arası,3,4,Doğalgaz (Kombi),2,Var,Hayır,3100000
Aydın,Efeler,Orta,100,3+1,4,4,4,Klima,1,Var,Evet,920000
Aydın,Efeler,Mesudiye,100,2+1,11-15 arası,Giriş Altı Kot 1,4,Soba,1,Yok,Hayır,550000
Aydın,Efeler,Adnan Menderes,150,3+1,4,5,6,Merkezi (Pay Ölçer),2,Var,Hayır,3250000
Aydın,Efeler,Girne,260,6+1,5-10 arası,3,3,Doğalgaz (Kombi),3,Var,Hayır,3475000
Aydın,Efeler,Ata,170,4+1,4,3,3,Doğalgaz (Kombi),2,Var,Hayır,1500000
Aydın,Efeler,Mimar Sinan,196,4+1,11-15 arası,3,7,Merkezi (Pay Ölçer),2,Var,Hayır,3500000
Aydın,Efeler,Kemer,180,4+1,0,4,4,Doğalgaz (Kombi),2,Var,Hayır,1750000
Aydın,Efeler,Orta,45,1+1,5-10 arası,1,4,Doğalgaz (Kombi),1,Var,Evet,760000
Aydın,Efeler,Meşrutiyet,190,4+1,11-15 arası,3,4,Doğalgaz (Kombi),2,Var,Hayır,1800000
Aydın,Efeler,Orta,52,1+1,5-10 arası,4,5,Merkezi,1,Var,Evet,680000
Aydın,Efeler,Cumhuriyet,120,2+1,16-20 arası,1,5,Doğalgaz (Kombi),1,Var,Hayır,1350000
Aydın,Efeler,Cuma,55,1+1,2,4,6,Doğalgaz (Kombi),1,Var,Evet,875000
Aydın,Efeler,Girne,100,2+1,4,1,3,Doğalgaz (Kombi),2,Var,Hayır,1275000
Aydın,Efeler,Ata,110,2+1,2,3,3,Doğalgaz (Kombi),1,Var,Hayır,989000
Aydın,Efeler,Zafer,50,1+1,0,2,4,Doğalgaz (Kombi),1,Var,Hayır,900000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,100,2+1,0,3,5,Doğalgaz (Kombi),1,Var,Hayır,1495000
Aydın,Efeler,Efeler,150,3.5+1,0,1,7,Yerden Isıtma,2,Var,Hayır,2450000
Aydın,Efeler,Yedi Eylül,140,3+1,11-15 arası,3,6,Merkezi,1,Var,Hayır,2280000
Aydın,Efeler,Ata,51,2+1,2,2,2,Yerden Isıtma,1,Var,Hayır,1000000
Aydın,Efeler,Zafer,115,2+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,Evet,870000
Aydın,Efeler,Orta,41,1+1,5-10 arası,4,4,Klima,1,Yok,Evet,645000
Aydın,Efeler,Adnan Menderes,130,3+1,21-25 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,1300000
Aydın,Efeler,Cumhuriyet,130,3+1,5-10 arası,1,5,Doğalgaz (Kombi),1,Var,Hayır,1500000
Aydın,Efeler,Zafer,140,3+1,1,2,8,Merkezi,2,Var,Hayır,2100000
Aydın,Efeler,Orta,75,2+1,5-10 arası,2,4,Doğalgaz (Kombi),1,Var,Hayır,759000
Aydın,Efeler,Girne,130,3+1,0,3,3,Doğalgaz (Kombi),1,Var,Hayır,1310000
Aydın,Efeler,Ata,95,2+1,5-10 arası,2,3,Doğalgaz (Kombi),1,Var,Hayır,1350000
Aydın,Efeler,Kurtuluş,110,2.5+1,31 ve üzeri,1,5,Doğalgaz (Kombi),1,Var,Hayır,1350000
Aydın,Efeler,Ata,80,2+1,3,1,4,Yerden Isıtma,1,Var,Hayır,1350000
Aydın,Efeler,Zafer,45,1+1,0,3,4,Doğalgaz (Kombi),1,Yok,Hayır,745000
Aydın,Efeler,Zafer,48,1+1,5-10 arası,1,5,Merkezi,1,Var,Evet,775000
Aydın,Efeler,Efeler,130,3+1,26-30 arası,2,3,Klima,1,Var,Hayır,850000
Aydın,Efeler,Fatih,85,2+1,4,2,4,Doğalgaz (Kombi),1,Var,Belirtilmemiş,1475000
Aydın,Efeler,Mimar Sinan,135,3+1,16-20 arası,2,5,Doğalgaz (Kombi),2,Var,Hayır,1350000
Aydın,Efeler,Güzelhisar,150,3+1,31 ve üzeri,3,7,Doğalgaz (Kombi),1,Var,Hayır,1100000
Aydın,Efeler,Cumhuriyet,200,4+1,5-10 arası,6,6,Merkezi,2,Var,Hayır,2300000
Aydın,Efeler,Efeler,120,3+1,0,2,5,Doğalgaz (Kombi),2,Var,Hayır,1750000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,125,3+1,0,5,5,Doğalgaz (Kombi),2,Var,Hayır,1850000
Aydın,Efeler,Güzelhisar,85,2+1,0,4,5,Doğalgaz (Kombi),2,Var,Hayır,1350000
Aydın,Efeler,Kurtuluş,100,2+1,26-30 arası,4,4,Klima,1,Var,Hayır,635000
Aydın,Efeler,Efeler,120,3+1,0,2,4,Doğalgaz (Kombi),1,Var,Belirtilmemiş,1750000
Aydın,Efeler,Adnan Menderes,120,3+1,5-10 arası,6,8,Merkezi,2,Var,Belirtilmemiş,3200000
Aydın,Efeler,Kemer,90,2+1,0,3,4,Doğalgaz (Kombi),1,Var,Hayır,1400000
Aydın,Efeler,Zafer,45,1+1,5-10 arası,5,5,Doğalgaz (Kombi),1,Var,Evet,850000
Aydın,Efeler,Ata,70,2+1,3,3,3,Yerden Isıtma,1,Yok,Hayır,900000
Aydın,Efeler,Kurtuluş,110,2+2,21-25 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,850000
Aydın,Efeler,Adnan Menderes,150,3+1,4,2,6,Merkezi (Pay Ölçer),2,Var,Hayır,2900000
Aydın,Efeler,Adnan Menderes,50,1+1,4,1,4,Klima,1,Yok,Evet,815000
Aydın,Efeler,Ata,135,3+1,0,3,3,Doğalgaz (Kombi),2,Var,Hayır,1450000
Aydın,Efeler,Güzelhisar,90,2+1,26-30 arası,2,6,Doğalgaz (Kombi),1,Var,Hayır,1250000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,135,3+1,21-25 arası,5,6,Doğalgaz (Kombi),1,Var,Hayır,1550000
Aydın,Efeler,Köprülü - Veysipaşa,75,2+1,4,Yüksek Giriş,2,Doğalgaz (Kombi),1,Yok,Evet,765000
Aydın,Efeler,Cumhuriyet,75,2+1,16-20 arası,2,5,Klima,1,Yok,Hayır,1500000
Aydın,Efeler,,125,3+1,26-30 arası,Yüksek Giriş,2,Klima,1,Var,Hayır,875000
Aydın,Efeler,Kurtuluş,90,2+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,845000
Aydın,Efeler,Ata,110,2+1,0,4,11,Yerden Isıtma,2,Var,Hayır,1750000
Aydın,Efeler,Girne,190,3+1,3,3,3,Doğalgaz (Kombi),2,Var,Hayır,2500000
Aydın,Efeler,Orta,90,2+1,4,5,5,Doğalgaz (Kombi),1,Var,Belirtilmemiş,1150000
Aydın,Efeler,Fatih,250,4+2,4,4,4,Doğalgaz (Kombi),2,Var,Hayır,2200000
Aydın,Efeler,Ata,155,3+1,3,6,6,Doğalgaz (Kombi),2,Var,Hayır,2570000
Aydın,Efeler,Kurtuluş,117,3+1,31 ve üzeri,5,7,Doğalgaz (Kombi),1,Var,Hayır,1600000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,125,3+1,0,4,5,Doğalgaz (Kombi),1,Var,Hayır,1745000
Aydın,Efeler,Cumhuriyet,85,2+1,21-25 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,930000
Aydın,Efeler,Orta,45,1+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,650000
Aydın,Efeler,Ata,85,2+1,1,2,4,Doğalgaz (Kombi),1,Var,Hayır,1250000
Aydın,Efeler,Orta,300,4+1,5-10 arası,4,4,Doğalgaz (Kombi),2,Var,Hayır,1950000
Aydın,Efeler,Kurtuluş,230,6+1,0,5,5,Merkezi,2,Var,Hayır,2575000
Aydın,Efeler,Yedi Eylül,230,6+1,0,7,7,Doğalgaz (Kombi),2,Var,Hayır,2575000
Aydın,Efeler,Fatih,120,3+1,16-20 arası,1,5,Doğalgaz (Kombi),1,Var,Hayır,945000
Aydın,Efeler,Cuma,120,2+1,26-30 arası,3,5,Klima,2,Var,Hayır,995000
Aydın,Efeler,Orta,65,2+0,5-10 arası,5,6,Merkezi,1,Var,Hayır,895000
Aydın,Efeler,Güzelhisar,125,3+1,5-10 arası,6,8,Merkezi (Pay Ölçer),1,Var,Hayır,1450000
Aydın,Efeler,Güzelhisar,40,1+1,5-10 arası,4,5,Doğalgaz (Kombi),1,Yok,Evet,830000
Aydın,Efeler,Adnan Menderes,220,5+1,11-15 arası,5,5,Doğalgaz (Kombi),2,Var,Hayır,1750000
Aydın,Efeler,Girne,140,3+1,5-10 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,1600000
Aydın,Efeler,Orta,50,1+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,620000
Aydın,Efeler,Orta,75,2+1,4,2,4,Merkezi (Pay Ölçer),1,Var,Evet,945000
Aydın,Efeler,Orta,60,2+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1000000
Aydın,Efeler,Yedi Eylül,75,2+1,4,1,3,Doğalgaz (Kombi),1,Var,Hayır,1245000
Aydın,Efeler,Ata,133,3+1,0,3,7,Doğalgaz (Kombi),2,Var,Hayır,1800000
Aydın,Efeler,Ata,115,3+1,0,3,4,Merkezi (Pay Ölçer),2,Var,Hayır,2945000
Aydın,Efeler,Cumhuriyet,150,3+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,1600000
Aydın,Efeler,Ata,120,3+1,4,1,3,Doğalgaz (Kombi),1,Var,Hayır,1190000
Aydın,Efeler,Orta,80,2+1,3,3,4,Doğalgaz (Kombi),1,Var,Hayır,1050000
Aydın,Efeler,Efeler,120,3+1,16-20 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,1200000
Aydın,Efeler,Meşrutiyet,160,4+1,16-20 arası,3,6,Doğalgaz (Kombi),1,Var,Hayır,1300000
Aydın,Efeler,Mimar Sinan,178,4+1,5-10 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,4500000
Aydın,Efeler,Ata,90,2+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1450000
Aydın,Efeler,Mesudiye,85,2+1,31 ve üzeri,3,4,Soba,1,Var,Hayır,695000
Aydın,Efeler,Ata,105,3+1,16-20 arası,Zemin Kat,4,Doğalgaz (Kombi),1,Var,Hayır,770000
Aydın,Efeler,Efeler,100,2+1,0,3,4,Doğalgaz (Kombi),1,Var,Hayır,2250000
Aydın,Efeler,Güzelhisar,125,3+1,0,6,7,Doğalgaz (Kombi),2,Var,Hayır,3750000
Aydın,Efeler,Efeler,157,3+1,5-10 arası,2,5,Doğalgaz (Kombi),2,Var,Hayır,2100000
Aydın,Efeler,,125,3+1,26-30 arası,Yüksek Giriş,2,Klima,1,Var,Hayır,875000
Aydın,Efeler,Kurtuluş,90,2+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,845000
Aydın,Efeler,Ata,110,2+1,0,4,11,Yerden Isıtma,2,Var,Hayır,1750000
Aydın,Efeler,Girne,190,3+1,3,3,3,Doğalgaz (Kombi),2,Var,Hayır,2500000
Aydın,Efeler,Orta,90,2+1,4,5,5,Doğalgaz (Kombi),1,Var,Belirtilmemiş,1150000
Aydın,Efeler,Fatih,250,4+2,4,4,4,Doğalgaz (Kombi),2,Var,Hayır,2200000
Aydın,Efeler,Ata,155,3+1,3,6,6,Doğalgaz (Kombi),2,Var,Hayır,2570000
Aydın,Efeler,Kurtuluş,117,3+1,31 ve üzeri,5,7,Doğalgaz (Kombi),1,Var,Hayır,1600000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,125,3+1,0,4,5,Doğalgaz (Kombi),1,Var,Hayır,1745000
Aydın,Efeler,Cumhuriyet,85,2+1,21-25 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,930000
Aydın,Efeler,Orta,45,1+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,650000
Aydın,Efeler,Ata,85,2+1,1,2,4,Doğalgaz (Kombi),1,Var,Hayır,1250000
Aydın,Efeler,Orta,300,4+1,5-10 arası,4,4,Doğalgaz (Kombi),2,Var,Hayır,1950000
Aydın,Efeler,Kurtuluş,230,6+1,0,5,5,Merkezi,2,Var,Hayır,2575000
Aydın,Efeler,Yedi Eylül,230,6+1,0,7,7,Doğalgaz (Kombi),2,Var,Hayır,2575000
Aydın,Efeler,Fatih,120,3+1,16-20 arası,1,5,Doğalgaz (Kombi),1,Var,Hayır,945000
Aydın,Efeler,Cuma,120,2+1,26-30 arası,3,5,Klima,2,Var,Hayır,995000
Aydın,Efeler,Orta,65,2+0,5-10 arası,5,6,Merkezi,1,Var,Hayır,895000
Aydın,Efeler,Güzelhisar,125,3+1,5-10 arası,6,8,Merkezi (Pay Ölçer),1,Var,Hayır,1450000
Aydın,Efeler,Adnan Menderes,220,5+1,11-15 arası,5,5,Doğalgaz (Kombi),2,Var,Hayır,1750000
Aydın,Efeler,Girne,140,3+1,5-10 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,1600000
Aydın,Efeler,Orta,50,1+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,620000
Aydın,Efeler,Orta,75,2+1,4,2,4,Merkezi (Pay Ölçer),1,Var,Evet,945000
Aydın,Efeler,Orta,60,2+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1000000
Aydın,Efeler,Yedi Eylül,75,2+1,4,1,3,Doğalgaz (Kombi),1,Var,Hayır,1245000
Aydın,Efeler,Ata,133,3+1,0,3,7,Doğalgaz (Kombi),2,Var,Hayır,1800000
Aydın,Efeler,Ata,115,3+1,0,3,4,Merkezi (Pay Ölçer),2,Var,Hayır,2945000
Aydın,Efeler,Cumhuriyet,150,3+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,1600000
Aydın,Efeler,Ata,120,3+1,4,1,3,Doğalgaz (Kombi),1,Var,Hayır,1190000
Aydın,Efeler,Orta,80,2+1,3,3,4,Doğalgaz (Kombi),1,Var,Hayır,1050000
Aydın,Efeler,Efeler,120,3+1,16-20 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,1200000
Aydın,Efeler,Meşrutiyet,160,4+1,16-20 arası,3,6,Doğalgaz (Kombi),1,Var,Hayır,1300000
Aydın,Efeler,Mimar Sinan,178,4+1,5-10 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,4500000
Aydın,Efeler,Ata,90,2+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1450000
Aydın,Efeler,Mesudiye,85,2+1,31 ve üzeri,3,4,Soba,1,Var,Hayır,695000
